,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,RA,DEC,DistFromEarthParsec
357,HD 10180 b,0,0.0040894108,,1.17766,0.0222,0.05,,,,,1915.3,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
358,HD 10180 g,0,0.06920541,,596.0,1.415,0.03,,,,,239.0,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
359,HD 10180 e,0,0.07864199999999999,,49.75,0.27,0.01,,,,,549.9,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
360,HD 10180 j,0,0.01604307,,67.55,0.33,0.07,,,,,497.2,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Controversial,1.7666666666666666,-60.61666666666667,39.400000566798404
361,HD 10180 d,0,0.03743383,,16.354,0.1284,0.11,,,,,796.3,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
362,HD 10180 h,0,0.20698699999999998,,2300.0,3.49,0.18,,,,,154.9,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
363,HD 10180 f,0,0.07172189999999999,,122.88,0.494,0.13,,,,,406.5,,RV,2010.0,12/11/10,01 37 54,-60 30 42,39.4,1.06,,0.08,5911.0,,Confirmed planets,1.7666666666666666,-60.61666666666667,39.400000566798404
364,2MASS J0219-3925 B,0,13.9,1.44,,,,,,,,1683.0,,imaging,2015.0,15/07/24,02 19 22.10,-39 25 22.5,39.4,0.10800000000000001,0.281,,3064.0,,Confirmed planets,2.378055555555555,-39.479166666666664,39.4000007275426
365,HR 8799 b,0,5.0,0.7,166510.0,67.96,0.0,,,60.89,30.27,1100.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets,23.19643075,21.14251472222222,39.40000114544114
366,HR 8799 c,0,7.0,1.0,83255.0,42.81,0.0,,,65.68,29.43,1200.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets,23.19643075,21.14251472222222,39.40000114544114
367,HR 8799 d,0,7.0,1.1,41628.0,26.97,0.0,,,56.09,38.63,1200.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets,23.19643075,21.14251472222222,39.40000114544114
368,HR 8799 e,0,7.0,1.0,20816.0,16.99,0.0,,,145.73,30.95,1200.0,,imaging,2010.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets,23.19643075,21.14251472222222,39.40000114544114
369,HD 114762 b,2,10.98,,83.9151,0.353,0.3354,,,,,486.8,,RV,1992.0,11/06/09,13 12 19,+17 31 01,39.46,0.84,1.24,-0.71,5934.0,,"Confirmed planets, Planets in binary systems, S-type",13.252777777777776,17.519444444444442,39.46000089391995
370,HD 90156 b,0,0.057,,49.77,0.25,0.31,,,,,621.4,,RV,2009.0,10/10/06,10 23 55,-29 38 44,39.6,0.84,,-0.24,5599.0,,Confirmed planets,10.536111111111111,-29.755555555555556,39.600000192326895
371,HD 89744 A b,2,7.2,,256.0,0.88,0.7,,,,54.0,,,RV,2000.0,12/12/08,10 22 10,+41 13 46,40.0,1.4,2.14,0.18,,,"Confirmed planets, Planets in binary systems, S-type",10.394444444444446,41.34444444444445,40.00000240138465
372,CFBDSIR2149,3,5.5,,,,,,,,,,,imaging,2012.0,12/11/14,21 49 47,-04 03 08,40.0,,,,,,"Confirmed planets, Orphan planets",21.947222222222223,-4.072222222222222,40.00000289314191
373,beta Ursae Minoris b,0,6.1,,522.3,1.4,0.19,307.4,,,,,,RV,2014.0,15/11/26,14 50 42.32580,+74 09 19.8142,40.14,1.4,38.3,-0.27,4126.0,2.95,Confirmed planets,14.950905,74.20503944444445,40.139998700725194
374,HD 98649 b,0,6.8,,4951.0,5.6,0.85,248.0,,,,,,RV,2011.0,12/11/29,11 20 52,-23 13 02,40.3,1.0,1.0,0.02,5759.0,2.3,Confirmed planets,11.477777777777778,-23.22222222222222,40.29999925082843
375,HD 49674 b,0,0.115,,4.9437,0.057999999999999996,0.23,,,,,969.8,,RV,2002.0,10/12/22,06 51 30,+40 52 03,40.7,1.07,0.94,0.25,5482.0,,Confirmed planets,6.933333333333333,40.875,40.69999614317782
376,HD 77338 b,0,0.048758300000000004,,5.7361,0.0611,0.0,,,,,896.4,,RV,2012.0,12/07/06,09 01 12,-25 31 37,40.75,0.93,0.88,0.35,5370.0,,Confirmed planets,9.05,-25.619444444444444,40.7499960122662
377,HD 213240 A b,2,4.5,,951.0,2.03,0.45,,,,,,,RV,2001.0,12/12/08,22 31 00,-49 25 59,40.75,1.22,1.5,0.16,,3.6,"Confirmed planets, Planets in binary systems, S-type",22.516666666666666,-49.580555555555556,40.749996751929494
378,HD 285507 b,0,0.917,,6.0881,,0.086,182.0,,,,,,RV,2013.0,13/10/29,04 07 01,+15 20 06,41.339,0.7340000000000001,0.6559999999999999,0.13,4503.0,0.625,"Confirmed planets, Planets in open clusters",4.1194444444444445,15.350000000000001,41.33900253743868
379,HD 6434 b,0,0.44,,22.017,0.14800000000000002,0.146,163.2,,,,,,RV,2000.0,15/10/16,01 04 40.15077,-39 29 17.5822,41.4,0.89,1.14,-0.48,5690.0,11.27,Confirmed planets,1.1781965833333334,-39.53217277777778,41.399999519093704
380,HD 103720 b,0,0.62,,4.5557,0.0498,0.086,262.0,,,,,,RV,2014.0,15/11/21,11 56 41.18534,-02 46 44.2430,41.58,0.794,0.73,-0.02,5017.0,3.8,Confirmed planets,12.047737055555556,-2.889563888888889,41.579995922422334
381,30 Ari B b,2,6.6,,345.4,1.01,0.18,337.0,,,,,,RV,2009.0,16/01/10,02 37 00.52363,+24 38 49.9957,41.8,1.16,1.13,0.07,6424.0,0.91,"Confirmed planets, Planets in binary systems, S-type",2.6181211944444445,24.772210277777777,41.79999607102901
382,HD 102117 b,0,0.172,,20.67,0.1532,0.106,,,,,719.6,,RV,2004.0,06/11/25,11 44 50,-58 42 13,42.0,1.03,1.27,0.3,5672.0,,Confirmed planets,11.872222222222222,-58.736111111111114,41.999997845084124
383,HD 222582 A b,2,7.75,,572.38,1.35,0.725,,,,,,,RV,1999.0,12/12/08,23 41 51,-05 59 08,42.0,0.99,1.15,-0.0229,,,"Confirmed planets, Planets in binary systems, S-type",23.825,-6.0055555555555555,42.00000121239625
384,HD 93385 c,0,0.0318,,46.025,0.257,0.24,,,,,560.1,,RV,2011.0,11/09/12,10 46 15,-41 27 52,42.2,,,,5940.0,,Confirmed planets,10.808333333333334,-41.59444444444445,42.20000065802563
385,HD 93385 b,0,0.0263,,13.186,0.1116,0.15,,,,,851.8,,RV,2011.0,11/09/12,10 46 15,-41 27 52,42.2,,,,5940.0,,Confirmed planets,10.808333333333334,-41.59444444444445,42.20000065802563
386,HD 166724 b,0,3.53,,5144.0,5.42,0.7340000000000001,202.0,,,,,,RV,2011.0,12/11/29,18 14 00,-42 34 31,42.3,0.81,,-0.09,5150.0,4.0,Confirmed planets,18.233333333333334,-42.65277777777778,42.30000094535519
387,HD 27894 b,0,0.62,,17.991,0.122,0.049,,,,,548.8,,RV,2005.0,10/12/25,04 20 47,-59 24 39,42.37,0.8,,0.3,4875.0,,Confirmed planets,4.463888888888889,-59.50833333333333,42.37000117272335
388,HD 86226 b,0,0.92,,1695.0,2.84,0.15,193.0,,,,154.0,,RV,2010.0,12/11/29,09 56 30,-24 05 58,42.48,1.06,1.02,0.05,5940.0,1.5,Confirmed planets,10.016666666666667,-24.244444444444444,42.47999746229253
389,BD-08 2823 c,0,0.33,,237.6,0.68,0.19,-233.0,,,,,,RV,2009.0,15/11/17,10 00 47.72035,-09 31 00.0340,42.5,0.74,,-0.07,4746.0,4.5,Confirmed planets,10.132556527777778,-9.516761111111112,42.50000366808294
390,BD-08 2823 b,0,0.045,,5.6,0.055999999999999994,0.15,30.0,,,,,,RV,2009.0,15/11/17,10 00 47.72035,-09 31 00.0340,42.5,0.74,,-0.07,4746.0,4.5,Confirmed planets,10.132556527777778,-9.516761111111112,42.50000366808294
391,HD 37605 c,0,3.3789999999999996,,2720.0,3.821,0.013000000000000001,,,,,116.7,,RV,2012.0,12/01/19,05 40 01,+06 03 38,42.9,0.8,,0.39,5448.0,,Confirmed planets,5.669444444444445,6.155555555555555,42.9000039311144
392,HD 37605 b,0,2.813,,55.01306999999999,0.2837,0.6767,,,,,413.9,,RV,2004.0,12/01/19,05 40 01,+06 03 38,42.9,0.8,,0.39,5448.0,,Confirmed planets,5.669444444444445,6.155555555555555,42.9000039311144
393,HD 147018 b,0,2.12,,44.236000000000004,0.2388,0.4686,,,,,481.2,,RV,2009.0,09/08/12,16 23 00,-61 41 20,42.96,0.927,,0.1,5441.0,,Confirmed planets,16.383333333333333,-61.73888888888889,42.95999825997422
394,HD 147018 c,0,6.56,,1008.0,1.922,0.133,,,,,171.9,,RV,2009.0,09/08/12,16 23 00,-61 41 20,42.96,0.927,,0.1,5441.0,,Confirmed planets,16.383333333333333,-61.73888888888889,42.95999825997422
395,HD 155358 b,0,0.85,,194.3,0.64,0.17,,,,,377.6,,RV,2007.0,12/02/04,17 09 35,+33 21 21,43.0,0.92,,-0.51,5900.0,,Confirmed planets,17.24722222222222,33.40833333333333,43.00000006255971
396,HD 155358 c,0,0.82,,391.9,1.02,0.16,,,,,299.1,,RV,2007.0,12/02/04,17 09 35,+33 21 21,43.0,0.92,,-0.51,5900.0,,Confirmed planets,17.24722222222222,33.40833333333333,43.00000006255971
397,HD 41004 A b,2,2.54,,963.0,1.7,0.74,,,,,174.8,,RV,2004.0,12/11/30,05 59 50,-48 14 23,43.03,0.4,,-0.09,5035.0,,"Confirmed planets, Planets in binary systems, S-type",6.122222222222223,-48.297222222222224,43.029998147634316
398,HD 168746 b,0,0.23,,6.403,0.065,0.081,,,,,1026.4,,RV,2002.0,10/12/29,18 21 49,-11 55 21,43.12,0.88,1.12,-0.06,5610.0,,Confirmed planets,18.486111111111114,-11.975,43.120003761905856
399,GJ 160.2 b,0,0.0321,,5.2354,0.053,0.06,350.0,,,,,,RV,2014.0,15/04/21,04 06 34.84136,-20 51 11.2391,43.25,0.69,,,4347.0,,Controversial,4.196781555555555,-20.881219722222223,43.25000106308892
400,HD 83443 b,0,0.4,,2.985625,0.0406,0.008,,,,,1218.5,,RV,2002.0,06/11/25,09 37 11,-43 16 19,43.54,0.9,1.04,0.35,5460.0,,Confirmed planets,9.647222222222222,-43.31944444444444,43.53999627265953
401,HD 20003 c,0,0.0422,,33.823,0.1961,0.16,,,,,534.5,,RV,2011.0,11/09/12,03 07 38,-72 19 19,43.8,,,,5940.0,,Confirmed planets,3.2222222222222223,-72.36944444444444,43.80000480167135
402,HD 20003 b,0,0.0378,,11.849,0.0974,0.4,,,,,751.7,,RV,2011.0,11/09/12,03 07 38,-72 19 19,43.8,,,,5940.0,,Confirmed planets,3.2222222222222223,-72.36944444444444,43.80000480167135
403,HD 215497 b,0,0.02,,3.93404,0.047,0.16,,,,,984.3,,RV,2009.0,10/12/06,22 46 37,-56 35 58,44.0,0.87,,0.23,5113.0,,Confirmed planets,22.869444444444444,-56.74444444444445,43.999996963769696
404,HD 215497 c,0,0.33,,567.94,1.2819999999999998,0.49,,,,,185.8,,RV,2009.0,10/12/06,22 46 37,-56 35 58,44.0,0.87,,0.23,5113.0,,Confirmed planets,22.869444444444444,-56.74444444444445,43.999996963769696
405,HD 4113 b,0,1.56,,526.62,1.28,0.903,,,,,218.9,,RV,2007.0,10/12/17,00 43 13,-37 58 57,44.0,0.99,,0.2,5688.0,,Confirmed planets,0.7527777777777778,-38.125,44.0000032220825
406,HD 13931 b,0,1.88,,4218.0,5.15,0.02,290.0,,,,,,RV,2010.0,16/03/09,02 16 47.37946,+43 46 22.7907,44.2,1.022,1.23,0.03,5829.0,8.4,Confirmed planets,2.3982762777777777,43.829974166666666,44.199996471990374
407,HD 8574 b,0,2.11,,227.55,0.77,0.28800000000000003,,,,,355.7,,RV,2003.0,09/10/08,01 25 12,+28 34 00,44.2,1.17,1.37,0.05,6080.0,,Confirmed planets,1.4500000000000002,28.566666666666666,44.1999994405712
408,HD 196067 b,0,6.9,,3638.0,5.02,0.66,148.2,,,,177.2,,RV,2011.0,12/11/29,20 41 44,-75 21 03,44.3,1.29,1.73,0.18,5940.0,3.3,Confirmed planets,20.805555555555557,-75.35833333333333,44.299998179772196
409,HD 121504 b,0,1.22,,63.33,0.33,0.03,,,,,502.8,,RV,2003.0,09/10/06,13 57 17,-56 02 24,44.37,1.18,,0.16,6075.0,,Confirmed planets,13.997222222222222,-56.1,44.37000060932668
410,HD 220689 b,0,1.06,,2209.0,3.36,0.16,137.0,,,,149.6,,RV,2011.0,12/11/29,23 25 53,-20 36 58,44.6,1.01,1.07,0.0,5940.0,3.5,Confirmed planets,23.56388888888889,-20.761111111111113,44.599999996849974
411,HIP 91258 b,0,1.068,,5.0505,0.057,0.024,276.0,,,,,,RV,2013.0,13/11/22,18 36 53.15422,+61 42 09.0124,44.9,0.95,1.0,0.23,5519.0,2.4,Confirmed planets,18.747650611111112,61.72503444444445,44.90000215832967
412,eps Tau b,0,7.6,,594.9,1.93,0.151,94.4,,,,,,RV,2007.0,15/12/11,04 28 36.99882,+19 10 49.5446,44.96,2.7,13.7,0.17,4901.0,,"Confirmed planets, Planets in open clusters",4.5694411666666666,19.304290555555557,44.95999937951442
413,HD 187085 b,0,0.75,,986.0,2.05,0.47,,,,,215.5,,RV,2006.0,10/12/22,19 49 33,-37 46 50,44.98,1.22,,0.05,6075.0,,Confirmed planets,19.90833333333333,-37.90555555555555,44.98000232485229
414,HD 208487 b,0,0.413,,129.8,0.51,0.21,,,,,391.5,,RV,2004.0,10/12/24,21 57 19,-37 45 49,45.0,1.3,1.15,-0.06,5929.0,,Confirmed planets,22.002777777777776,-37.88611111111111,44.99999523670201
415,HIP 5158 b,0,1.44,,345.63,0.89,0.54,,,,,168.8,,RV,2009.0,11/05/06,01 06 02,-22 27 11,45.0,0.78,,0.1,4962.0,,Confirmed planets,1.1055555555555556,-22.480555555555554,44.99999808026634
416,HIP 5158 c,0,15.04,,9018.0,7.7,0.14,,,,,,,RV,2010.0,11/05/06,01 06 02,-22 27 11,45.0,0.78,,0.1,4962.0,,Confirmed planets,1.1055555555555556,-22.480555555555554,44.99999808026634
417,EPIC 201367065 c,0,,0.165,24.643539999999998,0.1399,,89.0,,180.0,89.12,,,transit,2015.0,15/12/06,11 29 20.388,-01 27 17.23,45.0,0.6,0.56,-0.32,3896.0,,Confirmed planets,11.539966666666666,-1.497861111111111,45.00000018296637
418,EPIC 201367065 b,0,0.0264,0.19399999999999998,10.05449,0.0769,,180.0,,180.0,88.8,,,transit,2015.0,15/12/06,11 29 20.388,-01 27 17.23,45.0,0.6,0.56,-0.32,3896.0,,Confirmed planets,11.539966666666666,-1.497861111111111,45.00000018296637
419,EPIC 201367065 d,0,,0.135,44.55983,0.2076,,351.0,,180.0,89.38,,,transit,2015.0,15/12/06,11 29 20.388,-01 27 17.23,45.0,0.6,0.56,-0.32,3896.0,,Confirmed planets,11.539966666666666,-1.497861111111111,45.00000018296637
420,HD 175607 b,0,0.0283,,8.98,,0.11,142.0,,,,,,RV,2015.0,15/11/15,19 01 05.49,-66 11 33.65,45.27,0.71,0.7,-0.62,5392.0,10.32,Confirmed planets,19.031916666666667,-66.27680555555555,45.269995449954365
421,HD 175607 c,0,0.11,,1336.61,,0.42,14.0,,,,,,RV,2015.0,15/11/15,19 01 05.49,-66 11 33.65,45.27,0.71,0.7,-0.62,5392.0,10.32,Controversial,19.031916666666667,-66.27680555555555,45.269995449954365
422,AB Pic b,0,12.0,1.55,,,,,,,,1750.0,,imaging,2005.0,10/12/06,06 19 12,-58 03 15,45.5,,,-0.64,4875.0,,Confirmed planets,6.35,-58.09166666666666,45.50000013444753
423,HD 27631 b,0,1.45,,2208.0,3.25,0.12,134.0,,,,137.7,,RV,2011.0,12/11/29,04 19 45,-41 57 37,45.5,0.94,1.0,-0.12,5737.0,4.4,Confirmed planets,4.441666666666666,-42.05277777777778,45.5000004551826
424,HD 70573 b,0,6.1,,851.8,1.76,0.4,,,,,167.4,,RV,2007.0,15/05/24,08 22 50,+01 51 34,45.7,1.0,,-0.18,5737.0,,Controversial,8.505555555555556,1.9444444444444446,45.70000107317795
425,EPIC 210490365 b,0,,0.306,3.484552,,0.27,62.1,,,88.32,,,transit,2015.0,15/12/06,04 13 05.61,+15 14 52.00,45.7,0.294,0.295,0.15,3180.0,,"Confirmed planets, Planets in open clusters",4.2322500000000005,15.377777777777776,45.70000211840185
426,HD 3167 c,0,,0.258,29.8452,,,,,,89.06,,,transit,2016.0,16/07/20,00 34 58,+04 22 53,45.8,0.88,,0.0,5367.0,0.83,Confirmed planets,0.7277777777777777,4.513888888888888,45.799999286161594
427,HD 3167 b,0,,0.1423,0.959627,,,,,,84.8,,,transit,2016.0,16/07/20,00 34 58,+04 22 53,45.8,0.88,,0.0,5367.0,0.83,Confirmed planets,0.7277777777777777,4.513888888888888,45.799999286161594
428,91 Aquarii A b,2,3.2,,181.4,0.7,0.027000000000000003,177.3,,,,,,RV,2003.0,15/11/03,23 15 53.49482,-09 05 15.8546,45.93,1.4,11.0,-0.03,4665.0,3.56,"Confirmed planets, Planets in binary systems, S-type",23.398596722222223,-9.12737388888889,45.93000075380626
429,HD 20868 b,0,1.99,,380.85,0.9470000000000001,0.75,356.2,,,,,,RV,2008.0,15/11/17,03 20 42.69404,-33 43 48.3916,46.2,0.78,0.79,0.04,4795.0,4.5,Confirmed planets,3.451927888888889,-33.85108777777778,46.20000351173207
430,nu Oph c,0,27.0,,3186.0,6.1,0.165,4.6,,,,,,RV,2010.0,15/11/02,17 59 01.59191,-09 46 25.0798,46.21,3.04,15.1,0.13,4928.0,,Confirmed planets,17.987755305555556,-9.836332777777779,46.20999710707932
431,nu Oph b,0,24.0,,530.32,1.9,0.1256,9.6,,,,,,RV,2004.0,15/11/02,17 59 01.59191,-09 46 25.0798,46.21,3.04,15.1,0.13,4928.0,,Confirmed planets,17.987755305555556,-9.836332777777779,46.20999710707932
432,HD 202206 b,0,17.4,,255.87,0.83,0.435,,,,,277.6,,RV,2002.0,10/12/30,21 14 57,-20 47 21,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets,21.39166666666667,-20.84166666666667,46.34000163696977
433,HD 202206 c,0,2.44,,1383.4,2.55,0.267,,,,,159.6,,RV,2004.0,10/12/30,21 14 57,-20 47 21,46.34,1.13,1.02,0.37,5750.0,,Confirmed planets,21.39166666666667,-20.84166666666667,46.34000163696977
434,HD 34445 b,0,0.79,,1049.0,2.07,0.27,104.0,,,,,,RV,2010.0,16/03/09,05 17 40.98051,+07 21 12.0508,46.5,1.07,1.38,0.14,5836.0,8.5,Confirmed planets,5.397168083333333,7.3834744444444445,46.50000139014295
435,HD 24040 b,0,4.1,,3490.0,4.637,0.047,67.0,,,,,,RV,2006.0,15/08/15,03 50 22.9,+17 28 34.9,46.6,1.18,1.1540000000000001,0.20600000000000002,5853.0,,Confirmed planets,3.8969444444444448,17.563611111111108,46.59999900813123
436,HD 178911 B b,2,6.292000000000001,,71.487,0.32,0.1243,,,,,469.8,,RV,2001.0,12/12/07,19 09 03,+34 35 59,46.73,1.07,1.14,0.28,5650.0,,"Confirmed planets, Planets in binary systems, S-type",19.15833333333333,34.74722222222223,46.72999546400968
437,HD 196050 A b,2,2.83,,1316.24,2.47,0.21,,,,,186.7,,RV,2002.0,12/12/04,20 37 51,-60 38 04,46.93,1.17,1.29,0.23,5874.0,3.55,"Confirmed planets, Planets in binary systems, S-type",20.758333333333333,-60.644444444444446,46.93000092961163
438,HD 209458 b,0,0.7140000000000001,1.38,3.52474859,0.04747,0.0004,,,,86.59,1316.1,,transit,1999.0,14/04/18,22 03 10,+18 53 04,47.0,1.148,1.146,0.02,6075.0,4.0,Confirmed planets,22.07777777777778,18.894444444444446,46.999995174905656
439,HD 133131 A c,2,0.48,,3407.0,4.36,0.47,,,,,,,RV,2016.0,16/08/24,15 03 35.81,-27 50 27.6,47.0,0.95,,-0.306,5799.0,9.7,"Confirmed planets, Planets in binary systems, S-type",15.149472222222222,-27.91,47.00000384161964
440,HD 133131 A b,2,1.43,,649.0,1.44,0.32,,,,,,,RV,2016.0,16/08/24,15 03 35.81,-27 50 27.6,47.0,0.95,,-0.306,5799.0,9.7,"Confirmed planets, Planets in binary systems, S-type",15.149472222222222,-27.91,47.00000384161964
441,HD 133131 B b,2,2.5,,6119.0,,0.62,,,,,,,RV,2016.0,16/08/24,15 03 35.81,-27 50 27.6,47.0,0.93,,-0.281,5805.0,9.7,"Confirmed planets, Planets in binary systems, S-type",15.149472222222222,-27.91,47.00000384161964
442,HD 984 b,0,65.0,,,18.0,,,,,,2730.0,,imaging,2017.0,17/03/09,00 14 10,-07 48 03,47.1,1.2,,,6315.0,80.0,Confirmed planets,0.2611111111111111,-7.808333333333334,47.100000213733296
443,HD 50499 b,0,1.71,,2482.7,3.86,0.23,,,,,155.1,,RV,2005.0,10/12/29,06 52 02,-33 54 56,47.26,1.27,1.38,0.23,5902.0,,Confirmed planets,6.872222222222223,-34.05555555555556,47.25999646616751
444,HD 204313 c,0,0.054000000000000006,,34.873000000000005,0.2103,0.17,,,,,585.7,,RV,2011.0,11/09/12,21 28 12,-21 43 35,47.37,1.045,,0.18,5767.0,,Confirmed planets,21.5,-21.813888888888886,47.3700042080622
445,HD 204313 b,0,3.55,,1920.1,3.04,0.23,,,,,153.8,,RV,2009.0,12/05/22,21 28 12,-21 43 35,47.37,1.045,,0.18,5767.0,,Confirmed planets,21.5,-21.813888888888886,47.3700042080622
446,HD 204313 d,0,1.68,,2831.6,3.93,0.28,,,,,135.1,,RV,2012.0,12/05/22,21 28 12,-21 43 35,47.37,1.045,,0.18,5767.0,,Confirmed planets,21.5,-21.813888888888886,47.3700042080622
447,GU Psc b,0,11.0,,,,,,,,,1050.0,,imaging,2014.0,14/05/14,01 12 35,+17 03 56,48.0,0.325,,0.1,,0.1,Confirmed planets,1.2972222222222223,17.205555555555556,47.99999990419957
448,HD 187123 b,0,0.5074,,3.0965886,0.04213,0.0093,360.0,,,,,,RV,1998.0,15/08/15,19 46 58.1,+34 25 10.3,48.3,1.037,1.143,0.121,5815.0,,Confirmed planets,19.928055555555556,34.445277777777775,48.29999772294017
449,HD 187123 c,0,1.818,,3324.0,4.417,0.28,258.5,,,,,,RV,2007.0,15/08/15,19 46 58.1,+34 25 10.3,48.3,1.037,1.143,0.121,5815.0,,Confirmed planets,19.928055555555556,34.445277777777775,48.29999772294017
450,BD+14 4559 b,0,1.47,,268.94,0.777,0.29,87.64,,,,,,RV,2009.0,15/11/26,21 13 35.99143,+14 41 21.7994,48.36,0.86,,0.1,5008.0,,Confirmed planets,21.31664286111111,14.743887222222222,48.36000215895683
451,HD 220773 b,0,1.45,,3724.7,4.94,0.51,,,,,145.8,,RV,2012.0,12/02/04,23 26 27,+08 38 38,49.0,1.16,,0.09,5940.0,,Confirmed planets,23.508333333333333,8.738888888888889,49.000000201041345
452,HD 79498 b,0,1.34,,1966.0,3.13,0.59,,,,,149.6,,RV,2012.0,12/02/04,09 15 09,+23 22 32,49.0,1.06,,0.24,5740.0,,Confirmed planets,9.275,23.455555555555556,49.00000050905397
453,HD 156846 b,2,263.0,,359.5546,1.0959999999999999,0.84785,51.62,,185.3,177.3,,,RV,2008.0,14/11/06,17 20 34.31129,-19 20 01.4991,49.0,1.35,2.12,0.17,5969.0,,"Controversial, Planets in binary systems, S-type",17.428642472222222,-19.337497499999998,49.00000063945183
454,HD 45350 b,0,1.79,,890.76,1.92,0.778,,,,,197.0,,RV,2004.0,10/12/22,06 28 45,+38 57 46,49.0,1.02,1.27,0.29,5754.0,,Confirmed planets,6.591666666666667,39.07777777777778,49.00000088205505
455,HD 222155 b,0,1.9,,3999.0,5.1,0.16,,,,,145.2,,RV,2012.0,12/05/25,23 38 00,+48 59 47,49.1,1.13,1.67,-0.11,5765.0,,Confirmed planets,23.633333333333333,49.11388888888889,49.10000014075449
456,HD 103197 b,0,0.098,,47.84,0.249,0.0,,,,,409.7,,RV,2009.0,10/10/06,11 52 53,-50 17 34,49.3,0.9,,0.21,5303.0,,Confirmed planets,12.01388888888889,-50.37777777777777,49.3000041008636
457,HD 108341 b,0,3.5,,1129.0,2.0,0.85,190.0,,,,,,RV,2014.0,15/11/21,12 27 31.38999,-71 25 22.7053,49.4,0.843,0.79,0.04,5122.0,4.9,Confirmed planets,12.537194416666665,-71.47973694444445,49.39999654428961
458,HD 153950 b,0,2.73,,499.4,1.28,0.34,308.2,,,,,,RV,2008.0,15/11/17,17 04 30.86989,-43 18 35.1765,49.5,1.12,1.34,-0.01,6076.0,,Confirmed planets,17.15241636111111,-43.3977125,49.49999949054382
459,HD 72659 b,0,3.15,,3658.0,4.74,0.22,,,,,139.5,,RV,2002.0,10/12/20,08 34 03,-01 34 05,49.8,0.95,1.36,-0.02,5926.0,,Confirmed planets,8.575,-1.5805555555555555,49.800000031233665
460,WASP-69 b,0,0.26,1.057,3.8681382000000006,0.04525,,,,,86.71,963.0,,transit,2011.0,13/10/22,21 00 06,-05 05 40,50.0,0.826,0.813,0.15,4715.0,2.0,Confirmed planets,21.016666666666666,-5.194444444444444,49.99999873775232
461,HD 330075 b,0,0.62,,3.3877300000000004,0.039,0.0,,,,,1023.2,,RV,2004.0,10/12/29,15 49 37,-49 57 48,50.2,0.95,,0.03,6295.0,,Confirmed planets,15.919444444444444,-50.083333333333336,50.19999533828887
462,HD 167042 b,0,1.7,,420.77,1.32,0.08900000000000001,85.7,,,,,,RV,2007.0,15/09/20,18 10 31.64008,+54 17 11.5922,50.23,1.72,4.3,0.05,5020.0,,Confirmed planets,18.254555777777778,54.315533888888886,50.229997530940736
463,HD 171238 b,0,2.6,,1523.0,2.54,0.4,,,,,152.4,,RV,2009.0,09/08/12,18 34 44,-28 04 20,50.28,0.943,,0.17,5467.0,,Confirmed planets,18.68888888888889,-28.122222222222224,50.27999526955917
464,HD 185269 b,2,0.94,,6.837999999999999,0.077,0.3,173.0,,,,,,RV,2006.0,16/01/22,19 37 11.74092,+28 29 59.5055,50.28,1.28,1.88,0.11,5980.0,4.2,"Confirmed planets, Planets in binary systems, S-type",19.649280333333333,28.64862638888889,50.279996855228326
465,HD 31253 b,0,0.5,,466.0,1.26,0.3,244.0,,,,,,RV,2010.0,15/11/03,04 54 43.65327,+12 21 07.9133,50.3,1.23,1.71,0.16,5960.0,3.0,Confirmed planets,5.021259083333334,12.371981388888889,50.300001445992194
